material_key,material_id,material_name,material_type_code,material_type_name,cas_number,molecular_formula,molecular_weight,inn_name,compendial_name,pharmacopoeia_grade,grade,supplier_name,retest_period_months,storage_requirements,is_active,load_timestamp
806468916697755473,MAT-00409,Material-00409,REFERENCE_STD,Reference Standard,523108-91-6,,,,Material-00409,NF,pharmaceutical,Teva API,48,Store in dry place,True,2026-02-28T06:26:33.565667
378929158322607887,MAT-00410,Material-00410,PACKAGING,Packaging Material,863879-30-2,,,,Material-00410,ACS,pharmaceutical,Evonik,48,Store in dry place,True,2026-02-28T06:26:33.565678
481815968319289746,MAT-00411,Material-00411,PACKAGING,Packaging Material,135720-75-8,,,,Material-00411,USP,pharmaceutical,Teva API,24,Store at -20C,True,2026-02-28T06:26:33.565683
40928205123898648,MAT-00412,Material-00412,PACKAGING,Packaging Material,34241-30-8,,,,Material-00412,JP,pharmaceutical,MSN Labs,12,Protect from light,True,2026-02-28T06:26:33.565687
1048220164642784709,MAT-00413,Material-00413,PACKAGING,Packaging Material,115745-25-5,,,,Material-00413,ACS,pharmaceutical,Ashland,12,Protect from light,True,2026-02-28T06:26:33.565692
733633618861376027,MAT-00414,Material-00414,EXCIPIENT,Excipient,123511-57-4,,,,Material-00414,JP,pharmaceutical,Ashland,36,Store at -20C,True,2026-02-28T06:26:33.565697
809311749786618328,MAT-00415,Simvastatin,API,Active Pharmaceutical Ingredient,149094-85-6,S7P6,1001.0376,Simvastatin,Simvastatin,NF,pharmaceutical,Sigma-Aldrich,12,Protect from light,True,2026-02-28T06:26:33.565706
1059426409071097535,MAT-00416,Material-00416,INTERMEDIATE,Intermediate,70896-15-6,,,,Material-00416,NF,pharmaceutical,Croda,36,Protect from light,True,2026-02-28T06:26:33.565710
22255550694780829,MAT-00417,Material-00417,PACKAGING,Packaging Material,944069-53-6,,,,Material-00417,NF,pharmaceutical,Aurobindo,60,Store below 30C,True,2026-02-28T06:26:33.565715
776586199761839355,MAT-00418,Material-00418,EXCIPIENT,Excipient,529333-91-7,,,,Material-00418,NF,pharmaceutical,Merck KGaA,48,Store below 30C,True,2026-02-28T06:26:33.565724
798208393350818941,MAT-00419,Material-00419,RAW_MATERIAL,Raw Material,341063-21-9,,,,Material-00419,IN_HOUSE,pharmaceutical,Croda,48,Store at -20C,True,2026-02-28T06:26:33.565730
648733592581857589,MAT-00420,Material-00420,EXCIPIENT,Excipient,944024-60-5,,,,Material-00420,ACS,pharmaceutical,Sigma-Aldrich,48,Store in dry place,True,2026-02-28T06:26:33.565737
863743463551122650,MAT-00421,Material-00421,INTERMEDIATE,Intermediate,677342-21-2,,,,Material-00421,IN_HOUSE,pharmaceutical,Sigma-Aldrich,60,Store in dry place,True,2026-02-28T06:26:33.565742
1139647862701520878,MAT-00422,Material-00422,RAW_MATERIAL,Raw Material,323900-81-1,,,,Material-00422,IN_HOUSE,pharmaceutical,Gattefosse,12,Store below 30C,True,2026-02-28T06:26:33.565746
464722761102804987,MAT-00423,Material-00423,REFERENCE_STD,Reference Standard,568204-83-0,,,,Material-00423,ACS,pharmaceutical,Gattefosse,24,Store at -20C,True,2026-02-28T06:26:33.565751
939881606552761547,MAT-00424,Material-00424,REFERENCE_STD,Reference Standard,940480-12-1,,,,Material-00424,IN_HOUSE,pharmaceutical,MSN Labs,60,Store below 30C,True,2026-02-28T06:26:33.565756
600497420073709569,MAT-00425,Escitalopram,API,Active Pharmaceutical Ingredient,825024-36-3,H16F28O30SC11,580.7192,Escitalopram,Escitalopram,NF,pharmaceutical,Sigma-Aldrich,60,Store at 2-8C,True,2026-02-28T06:26:33.565766
1146922149832056671,MAT-00426,Material-00426,PACKAGING,Packaging Material,269720-21-1,,,,Material-00426,USP,pharmaceutical,Gattefosse,24,Store at 2-8C,True,2026-02-28T06:26:33.565774
430763173480746190,MAT-00427,Material-00427,EXCIPIENT,Excipient,191592-42-1,,,,Material-00427,EP,pharmaceutical,Ashland,48,Store in dry place,True,2026-02-28T06:26:33.565778
706014414212718302,MAT-00428,Material-00428,EXCIPIENT,Excipient,61825-88-5,,,,Material-00428,EP,pharmaceutical,Sigma-Aldrich,12,Store at 2-8C,True,2026-02-28T06:26:33.565783
813337133092203580,MAT-00429,Material-00429,PACKAGING,Packaging Material,103590-50-2,,,,Material-00429,NF,pharmaceutical,MSN Labs,36,Store at 2-8C,True,2026-02-28T06:26:33.565788
44886306419309689,MAT-00430,Material-00430,PACKAGING,Packaging Material,987365-25-0,,,,Material-00430,EP,pharmaceutical,Colorcon,60,Protect from light,True,2026-02-28T06:26:33.565795
704511155331518674,MAT-00431,Material-00431,EXCIPIENT,Excipient,516976-75-8,,,,Material-00431,NF,pharmaceutical,BASF,36,Store below 25C,True,2026-02-28T06:26:33.565800
76393108956209350,MAT-00432,Material-00432,INTERMEDIATE,Intermediate,487452-80-6,,,,Material-00432,USP,pharmaceutical,Roquette,12,Store at -20C,True,2026-02-28T06:26:33.565805
569646958258106278,MAT-00433,Material-00433,RAW_MATERIAL,Raw Material,245144-12-4,,,,Material-00433,ACS,pharmaceutical,Croda,12,Store below 30C,True,2026-02-28T06:26:33.565809
283479010580150483,MAT-00434,Material-00434,REFERENCE_STD,Reference Standard,683250-26-4,,,,Material-00434,ACS,pharmaceutical,DFE Pharma,48,Store below 25C,True,2026-02-28T06:26:33.565814
392759470610733779,MAT-00435,Material-00435,RAW_MATERIAL,Raw Material,524791-36-2,,,,Material-00435,JP,pharmaceutical,Gattefosse,24,Store below 30C,True,2026-02-28T06:26:33.565819
103645053920153845,MAT-00436,Material-00436,REFERENCE_STD,Reference Standard,998936-64-8,,,,Material-00436,NF,pharmaceutical,Sigma-Aldrich,12,Store at -20C,True,2026-02-28T06:26:33.565823
907722328445044373,MAT-00437,Material-00437,REFERENCE_STD,Reference Standard,303350-93-2,,,,Material-00437,USP,pharmaceutical,Sigma-Aldrich,48,Store at 2-8C,True,2026-02-28T06:26:33.565829
877432463867993490,MAT-00438,Material-00438,REFERENCE_STD,Reference Standard,263126-97-6,,,,Material-00438,JP,pharmaceutical,Aurobindo,24,Protect from light,True,2026-02-28T06:26:33.565833
1029398822731945236,MAT-00439,Material-00439,REFERENCE_STD,Reference Standard,295026-15-2,,,,Material-00439,IN_HOUSE,pharmaceutical,Gattefosse,60,Store below 25C,True,2026-02-28T06:26:33.565838
51753031075106346,MAT-00440,Material-00440,INTERMEDIATE,Intermediate,94123-60-1,,,,Material-00440,EP,pharmaceutical,Teva API,60,Store at 2-8C,True,2026-02-28T06:26:33.565848
672960719711444374,MAT-00441,Material-00441,PACKAGING,Packaging Material,221142-88-8,,,,Material-00441,JP,pharmaceutical,MSN Labs,36,Store in dry place,True,2026-02-28T06:26:33.565859
249090296077288738,MAT-00442,Material-00442,INTERMEDIATE,Intermediate,789306-67-4,,,,Material-00442,EP,pharmaceutical,Merck KGaA,36,Store at 2-8C,True,2026-02-28T06:26:33.565866
384977011832141835,MAT-00443,Material-00443,EXCIPIENT,Excipient,482184-86-5,,,,Material-00443,USP,pharmaceutical,MSN Labs,24,Store in dry place,True,2026-02-28T06:26:33.565874
141310295015026783,MAT-00444,Rituximab,API,Active Pharmaceutical Ingredient,499726-10-0,Cl13Br18P3,966.0358,Rituximab,Rituximab,IN_HOUSE,pharmaceutical,Merck KGaA,12,Protect from light,True,2026-02-28T06:26:33.565885
79033042435565547,MAT-00445,Insulin Lispro,API,Active Pharmaceutical Ingredient,466851-96-1,Cl27F25O26H23,1182.1751,Insulin Lispro,Insulin Lispro,USP,pharmaceutical,Roquette,36,Store below 30C,True,2026-02-28T06:26:33.565896
652334949242777517,MAT-00446,Material-00446,PACKAGING,Packaging Material,9868-38-0,,,,Material-00446,JP,pharmaceutical,Merck KGaA,36,Store below 30C,True,2026-02-28T06:26:33.565901
522100484704268264,MAT-00447,Bevacizumab,API,Active Pharmaceutical Ingredient,655658-48-3,Br9F16C29,874.4525,Bevacizumab,Bevacizumab,ACS,pharmaceutical,Colorcon,12,Store below 30C,True,2026-02-28T06:26:33.565910
948096573267074362,MAT-00448,Material-00448,RAW_MATERIAL,Raw Material,415376-24-4,,,,Material-00448,ACS,pharmaceutical,Gattefosse,48,Store below 30C,True,2026-02-28T06:26:33.565915
262986073479875184,MAT-00449,Material-00449,REFERENCE_STD,Reference Standard,203232-94-9,,,,Material-00449,IN_HOUSE,pharmaceutical,Merck KGaA,60,Protect from light,True,2026-02-28T06:26:33.565919
13113515585383875,MAT-00450,Material-00450,EXCIPIENT,Excipient,68585-85-2,,,,Material-00450,IN_HOUSE,pharmaceutical,BASF,24,Store at 2-8C,True,2026-02-28T06:26:33.565927
666092222266711156,MAT-00451,Material-00451,REFERENCE_STD,Reference Standard,897084-39-8,,,,Material-00451,IN_HOUSE,pharmaceutical,Dr. Reddy's,36,Store below 30C,True,2026-02-28T06:26:33.565932
629638455471483495,MAT-00452,Material-00452,RAW_MATERIAL,Raw Material,24290-98-8,,,,Material-00452,ACS,pharmaceutical,Ashland,60,Store at -20C,True,2026-02-28T06:26:33.565937
255808820695575444,MAT-00453,Furosemide,API,Active Pharmaceutical Ingredient,672151-96-0,Cl22P17N15C16,497.619,Furosemide,Furosemide,USP,pharmaceutical,MSN Labs,24,Store below 25C,True,2026-02-28T06:26:33.565947
124779951956342805,MAT-00454,Material-00454,INTERMEDIATE,Intermediate,963053-63-8,,,,Material-00454,NF,pharmaceutical,Shin-Etsu,12,Store at -20C,True,2026-02-28T06:26:33.565952
173696742992782171,MAT-00455,Material-00455,EXCIPIENT,Excipient,351014-20-9,,,,Material-00455,USP,pharmaceutical,Teva API,24,Store in dry place,True,2026-02-28T06:26:33.565957
935715948539933241,MAT-00456,Material-00456,PACKAGING,Packaging Material,78106-41-3,,,,Material-00456,EP,pharmaceutical,Shin-Etsu,36,Store below 25C,True,2026-02-28T06:26:33.565974
227469270840643508,MAT-00457,Material-00457,RAW_MATERIAL,Raw Material,655719-22-0,,,,Material-00457,NF,pharmaceutical,DFE Pharma,12,Protect from light,True,2026-02-28T06:26:33.565982
253831672277299214,MAT-00458,Material-00458,RAW_MATERIAL,Raw Material,980532-52-4,,,,Material-00458,EP,pharmaceutical,BASF,48,Store below 30C,True,2026-02-28T06:26:33.565987
167078947378142851,MAT-00459,Material-00459,INTERMEDIATE,Intermediate,873007-16-5,,,,Material-00459,ACS,pharmaceutical,Dr. Reddy's,24,Store below 25C,True,2026-02-28T06:26:33.565992
104801457788297595,MAT-00460,Material-00460,REFERENCE_STD,Reference Standard,649712-66-1,,,,Material-00460,IN_HOUSE,pharmaceutical,Roquette,60,Store below 25C,True,2026-02-28T06:26:33.565999
1094638590870629477,MAT-00461,Atorvastatin,API,Active Pharmaceutical Ingredient,961294-14-6,H2N10C20O21,575.0229,Atorvastatin,Atorvastatin,USP,pharmaceutical,Merck KGaA,12,Protect from light,True,2026-02-28T06:26:33.566009
925231758647429821,MAT-00462,Montelukast,API,Active Pharmaceutical Ingredient,891265-58-6,Cl28O20,966.2223,Montelukast,Montelukast,ACS,pharmaceutical,Sigma-Aldrich,48,Store at -20C,True,2026-02-28T06:26:33.566019
992539088159574978,MAT-00463,Material-00463,PACKAGING,Packaging Material,833840-64-9,,,,Material-00463,ACS,pharmaceutical,BASF,36,Store in dry place,True,2026-02-28T06:26:33.566026
194424231083150716,MAT-00464,Material-00464,RAW_MATERIAL,Raw Material,821010-13-7,,,,Material-00464,ACS,pharmaceutical,Shin-Etsu,60,Store below 30C,True,2026-02-28T06:26:33.566034
1141340432197831260,MAT-00465,Losartan,API,Active Pharmaceutical Ingredient,12935-86-1,N14S16P24,782.936,Losartan,Losartan,EP,pharmaceutical,Colorcon,24,Store below 25C,True,2026-02-28T06:26:33.566048
50010822213846326,MAT-00466,Lisinopril,API,Active Pharmaceutical Ingredient,326856-84-6,S10N20H11O10,505.713,Lisinopril,Lisinopril,USP,pharmaceutical,Gattefosse,60,Store in dry place,True,2026-02-28T06:26:33.566062
365868463863416894,MAT-00467,Material-00467,RAW_MATERIAL,Raw Material,151674-17-3,,,,Material-00467,ACS,pharmaceutical,Aurobindo,60,Store below 25C,True,2026-02-28T06:26:33.566067
688916448201325044,MAT-00468,Material-00468,PACKAGING,Packaging Material,360567-35-3,,,,Material-00468,IN_HOUSE,pharmaceutical,MSN Labs,24,Store below 25C,True,2026-02-28T06:26:33.566072
86464721410708132,MAT-00469,Material-00469,INTERMEDIATE,Intermediate,198603-95-7,,,,Material-00469,IN_HOUSE,pharmaceutical,Teva API,48,Protect from light,True,2026-02-28T06:26:33.566077
1005565315612267497,MAT-00470,Material-00470,RAW_MATERIAL,Raw Material,347281-84-9,,,,Material-00470,JP,pharmaceutical,Croda,36,Store at -20C,True,2026-02-28T06:26:33.566084
52507382315347414,MAT-00471,Material-00471,INTERMEDIATE,Intermediate,170212-23-7,,,,Material-00471,USP,pharmaceutical,Roquette,24,Store below 25C,True,2026-02-28T06:26:33.566089
1025410821341541917,MAT-00472,Material-00472,RAW_MATERIAL,Raw Material,233908-98-3,,,,Material-00472,NF,pharmaceutical,Croda,24,Store below 30C,True,2026-02-28T06:26:33.566093
94745296825008872,MAT-00473,Material-00473,PACKAGING,Packaging Material,770319-52-6,,,,Material-00473,EP,pharmaceutical,DFE Pharma,24,Store below 25C,True,2026-02-28T06:26:33.566100
525182609150111360,MAT-00474,Material-00474,INTERMEDIATE,Intermediate,10422-19-5,,,,Material-00474,USP,pharmaceutical,Gattefosse,12,Store below 30C,True,2026-02-28T06:26:33.566105
648876471792535522,MAT-00475,Material-00475,INTERMEDIATE,Intermediate,461851-34-9,,,,Material-00475,JP,pharmaceutical,Sigma-Aldrich,12,Store below 30C,True,2026-02-28T06:26:33.566110
163095541706964402,MAT-00476,Material-00476,EXCIPIENT,Excipient,297951-32-3,,,,Material-00476,JP,pharmaceutical,Teva API,24,Store at 2-8C,True,2026-02-28T06:26:33.566114
1040162130463742276,MAT-00477,Material-00477,REFERENCE_STD,Reference Standard,257962-32-3,,,,Material-00477,USP,pharmaceutical,Evonik,36,Store below 25C,True,2026-02-28T06:26:33.566119
406516857127054697,MAT-00478,Semaglutide,API,Active Pharmaceutical Ingredient,143960-58-1,O12S26P12H22,288.4958,Semaglutide,Semaglutide,ACS,pharmaceutical,Dr. Reddy's,60,Store at -20C,True,2026-02-28T06:26:33.566130
1074580386274730949,MAT-00479,Material-00479,RAW_MATERIAL,Raw Material,68603-25-2,,,,Material-00479,EP,pharmaceutical,Dr. Reddy's,24,Store below 30C,True,2026-02-28T06:26:33.566137
1087618528864060660,MAT-00480,Material-00480,REFERENCE_STD,Reference Standard,396616-98-5,,,,Material-00480,JP,pharmaceutical,Croda,48,Store in dry place,True,2026-02-28T06:26:33.566147
1066157136769379876,MAT-00481,Material-00481,EXCIPIENT,Excipient,965802-15-9,,,,Material-00481,ACS,pharmaceutical,Colorcon,60,Store at 2-8C,True,2026-02-28T06:26:33.566156
412967652147746440,MAT-00482,Material-00482,EXCIPIENT,Excipient,343648-41-0,,,,Material-00482,IN_HOUSE,pharmaceutical,Dr. Reddy's,36,Store below 30C,True,2026-02-28T06:26:33.566164
556373998400714045,MAT-00483,Material-00483,REFERENCE_STD,Reference Standard,612504-72-3,,,,Material-00483,IN_HOUSE,pharmaceutical,BASF,48,Store in dry place,True,2026-02-28T06:26:33.566172
92248511251069643,MAT-00484,Material-00484,REFERENCE_STD,Reference Standard,68074-31-8,,,,Material-00484,NF,pharmaceutical,Dr. Reddy's,60,Store at 2-8C,True,2026-02-28T06:26:33.566180
784895866445474424,MAT-00485,Material-00485,PACKAGING,Packaging Material,544148-69-2,,,,Material-00485,JP,pharmaceutical,Teva API,36,Protect from light,True,2026-02-28T06:26:33.566186
601646133490090307,MAT-00486,Material-00486,RAW_MATERIAL,Raw Material,506823-73-7,,,,Material-00486,JP,pharmaceutical,Croda,48,Store in dry place,True,2026-02-28T06:26:33.566191
519371339491330639,MAT-00487,Material-00487,REFERENCE_STD,Reference Standard,681348-14-3,,,,Material-00487,EP,pharmaceutical,MSN Labs,24,Store at -20C,True,2026-02-28T06:26:33.566195
808850583259154605,MAT-00488,Material-00488,EXCIPIENT,Excipient,415181-37-4,,,,Material-00488,NF,pharmaceutical,MSN Labs,48,Protect from light,True,2026-02-28T06:26:33.566200
742578608283829864,MAT-00489,Material-00489,EXCIPIENT,Excipient,980991-57-4,,,,Material-00489,ACS,pharmaceutical,BASF,24,Store below 25C,True,2026-02-28T06:26:33.566207
473325145222751559,MAT-00490,Material-00490,INTERMEDIATE,Intermediate,466147-76-5,,,,Material-00490,EP,pharmaceutical,Croda,12,Store at -20C,True,2026-02-28T06:26:33.566216
1004383783162797937,MAT-00491,Material-00491,REFERENCE_STD,Reference Standard,651347-53-6,,,,Material-00491,NF,pharmaceutical,Roquette,48,Store at -20C,True,2026-02-28T06:26:33.566221
633976117839709314,MAT-00492,Material-00492,INTERMEDIATE,Intermediate,843634-73-5,,,,Material-00492,JP,pharmaceutical,DFE Pharma,12,Store below 30C,True,2026-02-28T06:26:33.566226
177696612054163236,MAT-00493,Material-00493,PACKAGING,Packaging Material,245197-43-1,,,,Material-00493,JP,pharmaceutical,MSN Labs,12,Store at 2-8C,True,2026-02-28T06:26:33.566230
169895637405590348,MAT-00494,Material-00494,REFERENCE_STD,Reference Standard,537750-79-1,,,,Material-00494,JP,pharmaceutical,MSN Labs,24,Store below 25C,True,2026-02-28T06:26:33.566235
186940933496754183,MAT-00495,Amlodipine,API,Active Pharmaceutical Ingredient,377785-14-8,F11O9P10,919.7325,Amlodipine,Amlodipine,IN_HOUSE,pharmaceutical,Aurobindo,36,Store below 30C,True,2026-02-28T06:26:33.566244
1097565697794626939,MAT-00496,Material-00496,RAW_MATERIAL,Raw Material,633425-27-8,,,,Material-00496,JP,pharmaceutical,Sigma-Aldrich,36,Store at 2-8C,True,2026-02-28T06:26:33.566249
882778094551786764,MAT-00497,Material-00497,INTERMEDIATE,Intermediate,821219-61-6,,,,Material-00497,ACS,pharmaceutical,Dr. Reddy's,12,Store at -20C,True,2026-02-28T06:26:33.566254
485578100568163464,MAT-00498,Material-00498,RAW_MATERIAL,Raw Material,537599-29-6,,,,Material-00498,EP,pharmaceutical,Colorcon,24,Store at -20C,True,2026-02-28T06:26:33.566259
1116440504580284921,MAT-00499,Material-00499,EXCIPIENT,Excipient,540932-85-8,,,,Material-00499,NF,pharmaceutical,Teva API,48,Store at 2-8C,True,2026-02-28T06:26:33.566264
254650390647678861,MAT-00500,Clopidogrel,API,Active Pharmaceutical Ingredient,886937-34-6,O12Br5P19S28C5,436.1291,Clopidogrel,Clopidogrel,IN_HOUSE,pharmaceutical,Sigma-Aldrich,48,Store in dry place,True,2026-02-28T06:26:33.566277
707466102977154935,MAT-00501,Material-00501,INTERMEDIATE,Intermediate,356379-38-6,,,,Material-00501,NF,pharmaceutical,Merck KGaA,48,Store in dry place,True,2026-02-28T06:26:33.566282
965210950629777719,MAT-00502,Material-00502,REFERENCE_STD,Reference Standard,314242-51-9,,,,Material-00502,USP,pharmaceutical,Croda,12,Store below 30C,True,2026-02-28T06:26:33.566287
1088892427343357382,MAT-00503,Material-00503,EXCIPIENT,Excipient,998962-52-9,,,,Material-00503,IN_HOUSE,pharmaceutical,Dr. Reddy's,60,Protect from light,True,2026-02-28T06:26:33.566292
374144132344569094,MAT-00504,Material-00504,REFERENCE_STD,Reference Standard,909107-60-6,,,,Material-00504,EP,pharmaceutical,DFE Pharma,12,Protect from light,True,2026-02-28T06:26:33.566296
501444043087635092,MAT-00505,Material-00505,PACKAGING,Packaging Material,197537-70-1,,,,Material-00505,JP,pharmaceutical,Croda,48,Store in dry place,True,2026-02-28T06:26:33.566304
719635142626916601,MAT-00506,Material-00506,INTERMEDIATE,Intermediate,97820-31-1,,,,Material-00506,IN_HOUSE,pharmaceutical,Gattefosse,24,Store below 25C,True,2026-02-28T06:26:33.566311
422511659533063355,MAT-00507,Material-00507,RAW_MATERIAL,Raw Material,632722-72-0,,,,Material-00507,EP,pharmaceutical,Colorcon,12,Store at -20C,True,2026-02-28T06:26:33.566315
482675791285678699,MAT-00508,Material-00508,INTERMEDIATE,Intermediate,215943-39-4,,,,Material-00508,IN_HOUSE,pharmaceutical,Gattefosse,12,Store at -20C,True,2026-02-28T06:26:33.566322
902434373019822561,MAT-00509,Fluoxetine,API,Active Pharmaceutical Ingredient,543769-11-2,Cl5P18H14C16,917.457,Fluoxetine,Fluoxetine,NF,pharmaceutical,MSN Labs,24,Store below 30C,True,2026-02-28T06:26:33.566332
916072684680384253,MAT-00510,Material-00510,EXCIPIENT,Excipient,324853-65-7,,,,Material-00510,EP,pharmaceutical,Croda,60,Store at 2-8C,True,2026-02-28T06:26:33.566339
1053490110162699488,MAT-00511,Material-00511,REFERENCE_STD,Reference Standard,212882-74-7,,,,Material-00511,JP,pharmaceutical,Colorcon,12,Store below 30C,True,2026-02-28T06:26:33.566344
353150853120250686,MAT-00512,Material-00512,PACKAGING,Packaging Material,67127-61-9,,,,Material-00512,EP,pharmaceutical,Gattefosse,36,Protect from light,True,2026-02-28T06:26:33.566349
594059548085049033,MAT-00513,Material-00513,PACKAGING,Packaging Material,482609-69-9,,,,Material-00513,USP,pharmaceutical,Teva API,12,Store at 2-8C,True,2026-02-28T06:26:33.566354
780275790452224288,MAT-00514,Material-00514,RAW_MATERIAL,Raw Material,923839-68-5,,,,Material-00514,IN_HOUSE,pharmaceutical,Aurobindo,36,Store at -20C,True,2026-02-28T06:26:33.566358
651389132009103954,MAT-00515,Material-00515,REFERENCE_STD,Reference Standard,863478-32-6,,,,Material-00515,EP,pharmaceutical,Evonik,60,Store in dry place,True,2026-02-28T06:26:33.566363
289335362773329561,MAT-00516,Material-00516,PACKAGING,Packaging Material,480117-59-2,,,,Material-00516,IN_HOUSE,pharmaceutical,Croda,12,Store at -20C,True,2026-02-28T06:26:33.566368
728079026377865400,MAT-00517,Material-00517,RAW_MATERIAL,Raw Material,991675-15-3,,,,Material-00517,EP,pharmaceutical,Ashland,60,Store at 2-8C,True,2026-02-28T06:26:33.566372
441914558391890509,MAT-00518,Material-00518,RAW_MATERIAL,Raw Material,960856-18-3,,,,Material-00518,NF,pharmaceutical,DFE Pharma,60,Store below 25C,True,2026-02-28T06:26:33.566377
758871867438639386,MAT-00519,Material-00519,INTERMEDIATE,Intermediate,80301-23-8,,,,Material-00519,JP,pharmaceutical,DFE Pharma,48,Store below 30C,True,2026-02-28T06:26:33.566382
270852535153559431,MAT-00520,Material-00520,INTERMEDIATE,Intermediate,217495-74-0,,,,Material-00520,NF,pharmaceutical,Sigma-Aldrich,12,Store in dry place,True,2026-02-28T06:26:33.566398
615751883670635021,MAT-00521,Material-00521,RAW_MATERIAL,Raw Material,708491-69-6,,,,Material-00521,JP,pharmaceutical,Teva API,48,Store below 30C,True,2026-02-28T06:26:33.566406
675916449546870382,MAT-00522,Material-00522,PACKAGING,Packaging Material,39659-11-4,,,,Material-00522,USP,pharmaceutical,Teva API,24,Store at 2-8C,True,2026-02-28T06:26:33.566411
1069197842179869776,MAT-00523,Material-00523,RAW_MATERIAL,Raw Material,785093-69-7,,,,Material-00523,NF,pharmaceutical,BASF,12,Protect from light,True,2026-02-28T06:26:33.566416
924434227435553027,MAT-00524,Material-00524,RAW_MATERIAL,Raw Material,254113-66-2,,,,Material-00524,NF,pharmaceutical,Aurobindo,36,Store below 30C,True,2026-02-28T06:26:33.566421
671807178133025012,MAT-00525,Material-00525,EXCIPIENT,Excipient,879276-12-9,,,,Material-00525,USP,pharmaceutical,Evonik,36,Store below 25C,True,2026-02-28T06:26:33.566425
688361802107214203,MAT-00526,Material-00526,REFERENCE_STD,Reference Standard,777512-60-2,,,,Material-00526,USP,pharmaceutical,Merck KGaA,12,Store in dry place,True,2026-02-28T06:26:33.566430
37049433526032659,MAT-00527,Material-00527,INTERMEDIATE,Intermediate,161002-66-5,,,,Material-00527,EP,pharmaceutical,Colorcon,12,Store in dry place,True,2026-02-28T06:26:33.566435
295177332408227902,MAT-00528,Material-00528,REFERENCE_STD,Reference Standard,226717-66-0,,,,Material-00528,IN_HOUSE,pharmaceutical,Dr. Reddy's,60,Store in dry place,True,2026-02-28T06:26:33.566440
1069600613336309096,MAT-00529,Material-00529,RAW_MATERIAL,Raw Material,751260-94-1,,,,Material-00529,NF,pharmaceutical,Teva API,36,Store at -20C,True,2026-02-28T06:26:33.566444
454231785316725930,MAT-00530,Rituximab,API,Active Pharmaceutical Ingredient,4942-16-6,O7F3H,563.851,Rituximab,Rituximab,USP,pharmaceutical,Shin-Etsu,24,Store in dry place,True,2026-02-28T06:26:33.566456
535096472967719496,MAT-00531,Material-00531,RAW_MATERIAL,Raw Material,66290-38-1,,,,Material-00531,IN_HOUSE,pharmaceutical,Evonik,24,Store below 25C,True,2026-02-28T06:26:33.566461
690374740304725245,MAT-00532,Material-00532,PACKAGING,Packaging Material,537445-23-5,,,,Material-00532,JP,pharmaceutical,Gattefosse,24,Protect from light,True,2026-02-28T06:26:33.566466
489252646141740487,MAT-00533,Material-00533,EXCIPIENT,Excipient,979763-79-6,,,,Material-00533,NF,pharmaceutical,BASF,24,Store below 30C,True,2026-02-28T06:26:33.566472
1141409648957150328,MAT-00534,Duloxetine,API,Active Pharmaceutical Ingredient,339125-32-0,F8C3O22H27Cl9,814.9395,Duloxetine,Duloxetine,JP,pharmaceutical,Sigma-Aldrich,12,Store below 30C,True,2026-02-28T06:26:33.566483
168242701031064666,MAT-00535,Material-00535,PACKAGING,Packaging Material,316231-86-7,,,,Material-00535,USP,pharmaceutical,Teva API,60,Protect from light,True,2026-02-28T06:26:33.566489
1125052861852500197,MAT-00536,Material-00536,EXCIPIENT,Excipient,264228-22-9,,,,Material-00536,JP,pharmaceutical,Merck KGaA,48,Store in dry place,True,2026-02-28T06:26:33.566494
366569653018350569,MAT-00537,Material-00537,RAW_MATERIAL,Raw Material,139438-52-2,,,,Material-00537,IN_HOUSE,pharmaceutical,Dr. Reddy's,36,Store in dry place,True,2026-02-28T06:26:33.566501
700814971390002197,MAT-00538,Material-00538,PACKAGING,Packaging Material,70843-52-0,,,,Material-00538,ACS,pharmaceutical,MSN Labs,60,Store at -20C,True,2026-02-28T06:26:33.566506
861168824595594260,MAT-00539,Material-00539,PACKAGING,Packaging Material,535899-91-3,,,,Material-00539,ACS,pharmaceutical,Croda,12,Store below 30C,True,2026-02-28T06:26:33.566511
473087925556136608,MAT-00540,Bevacizumab,API,Active Pharmaceutical Ingredient,795857-25-4,Cl3O2S5,511.976,Bevacizumab,Bevacizumab,JP,pharmaceutical,Colorcon,24,Store at -20C,True,2026-02-28T06:26:33.566522
147454824962896287,MAT-00541,Material-00541,EXCIPIENT,Excipient,673276-14-3,,,,Material-00541,IN_HOUSE,pharmaceutical,Croda,48,Store in dry place,True,2026-02-28T06:26:33.566527
245351871326482825,MAT-00542,Material-00542,INTERMEDIATE,Intermediate,140839-45-5,,,,Material-00542,IN_HOUSE,pharmaceutical,Dr. Reddy's,12,Protect from light,True,2026-02-28T06:26:33.566532
585634179278291181,MAT-00543,Material-00543,PACKAGING,Packaging Material,679575-46-0,,,,Material-00543,EP,pharmaceutical,Aurobindo,36,Store at 2-8C,True,2026-02-28T06:26:33.566537
690054301494825392,MAT-00544,Material-00544,EXCIPIENT,Excipient,215865-79-0,,,,Material-00544,IN_HOUSE,pharmaceutical,Colorcon,24,Protect from light,True,2026-02-28T06:26:33.566542
330462678798646104,MAT-00545,Material-00545,PACKAGING,Packaging Material,546852-51-2,,,,Material-00545,NF,pharmaceutical,Merck KGaA,12,Store below 25C,True,2026-02-28T06:26:33.566546
